Trade #,Entry Time,Exit Time,Type,Strike,Entry Spot,Exit Spot,Option Buy Price (RS),Option Sell Price (RS),Qty,Trade PnL (RS),Return (%),Reason,Capital (RS)
383,2026-06-25 12:15,2026-06-25 13:15,PE,24300,24172.85,24165.65,213.92,218.53,65,299.65,2.16,TRAILING SL HIT (+7.2 Spot Pts),309991.45
384,2026-06-25 13:15,2026-06-25 14:15,PE,24200,24138.65,24077.2,173.78,210.61,65,2393.95,21.19,TRAILING SL HIT (+61.5 Spot Pts),312385.4
385,2026-06-25 14:15,2026-06-29 09:15,PE,24200,24055.3,24040.75,224.71,234.37,65,627.9,4.3,TRAILING SL HIT (+14.6 Spot Pts),313013.3
386,2026-06-29 11:15,2026-06-29 12:15,PE,24100,23993.7,23961.1,199.76,220.39,65,1340.95,10.33,TRAILING SL HIT (+32.6 Spot Pts),314354.25
387,2026-06-29 12:15,2026-06-29 13:15,PE,24100,23962.7,23961.3,219.35,220.26,65,59.15,0.41,TRAILING SL HIT (+1.4 Spot Pts),314413.4
388,2026-06-30 09:15,2026-06-30 10:15,PE,24000,23889.8,23906.3,201.61,191.52,65,-655.85,-5.0,STOP LOSS HIT (-16.5 Spot Pts),313757.55
389,2026-06-30 13:15,2026-06-30 14:15,PE,24000,23885.25,23865.2,204.44,217.19,65,828.75,6.24,TRAILING SL HIT (+20.1 Spot Pts),314586.3
390,2026-06-30 14:15,2026-06-30 15:15,PE,24000,23864.8,23899.15,217.45,195.86,65,-1403.35,-9.93,STOP LOSS HIT (-34.3 Spot Pts),313182.95
391,2026-07-01 09:15,2026-07-01 10:15,CE,23900,23987.1,23985.5,198.93,197.93,65,-65.0,-0.5,STOP LOSS HIT (-1.6 Spot Pts),313117.95
392,2026-07-01 10:15,2026-07-01 11:15,CE,23900,24019.5,24014.6,219.61,216.41,65,-208.0,-1.46,STOP LOSS HIT (-4.9 Spot Pts),312909.95
393,2026-07-01 11:15,2026-07-01 12:15,CE,23900,24023.5,24008.25,222.24,212.3,65,-646.1,-4.47,STOP LOSS HIT (-15.2 Spot Pts),312263.85
394,2026-07-02 09:15,2026-07-02 10:15,CE,24000,24075.55,24081.8,192.44,196.26,65,248.3,1.99,TRAILING SL HIT (+6.2 Spot Pts),312512.15
395,2026-07-02 12:15,2026-07-02 14:15,CE,24000,24145.5,24159.55,237.57,247.25,65,629.2,4.07,TRAILING SL HIT (+14.1 Spot Pts),313141.35
396,2026-07-02 14:15,2026-07-03 09:15,CE,24100,24175.8,24340.65,193.2,307.28,65,7415.2,59.05,TRAILING SL HIT (+164.8 Spot Pts),320556.55
397,2026-07-03 09:15,2026-07-03 10:15,CE,24200,24329.95,24319.0,228.27,221.05,65,-469.3,-3.16,STOP LOSS HIT (-10.9 Spot Pts),320087.25
398,2026-07-03 11:15,2026-07-03 12:15,CE,24300,24369.65,24338.35,190.71,172.44,65,-1187.55,-9.58,STOP LOSS HIT (-31.3 Spot Pts),318899.7
399,2026-07-03 13:15,2026-07-03 14:15,PE,24400,24287.3,24287.75,205.38,205.1,65,-18.2,-0.14,STOP LOSS HIT (-0.4 Spot Pts),318881.5
400,2026-07-03 14:15,2026-07-06 09:15,PE,24400,24272.7,24293.75,214.56,201.4,65,-855.4,-6.13,STOP LOSS HIT (-21.1 Spot Pts),318026.1
401,2026-07-06 09:15,2026-07-06 10:15,CE,24300,24369.95,24392.9,190.89,204.96,65,914.55,7.37,TRAILING SL HIT (+23.0 Spot Pts),318940.65
402,2026-07-06 10:15,2026-07-06 11:15,CE,24300,24415.4,24408.5,219.3,214.85,65,-289.25,-2.03,STOP LOSS HIT (-6.9 Spot Pts),318651.4
403,2026-07-06 11:15,2026-07-06 13:15,CE,24300,24443.0,24423.25,237.61,224.43,65,-856.7,-5.55,STOP LOSS HIT (-19.8 Spot Pts),317794.7
404,2026-07-06 13:15,2026-07-06 14:15,PE,24500,24400.55,24417.4,197.81,187.75,65,-653.9,-5.09,STOP LOSS HIT (-16.8 Spot Pts),317140.8
405,2026-07-07 09:15,2026-07-07 10:15,CE,24400,24483.25,24482.8,199.58,199.31,65,-17.55,-0.14,STOP LOSS HIT (-0.4 Spot Pts),317123.25
406,2026-07-07 10:15,2026-07-07 12:15,CE,24400,24512.5,24495.2,218.02,207.01,65,-715.65,-5.05,STOP LOSS HIT (-17.3 Spot Pts),316407.6
407,2026-07-07 12:15,2026-07-07 13:15,PE,24500,24436.45,24454.45,176.75,166.72,65,-651.95,-5.67,STOP LOSS HIT (-18.0 Spot Pts),315755.65
408,2026-07-07 14:15,2026-07-07 15:15,PE,24500,24397.85,24384.5,199.45,207.68,65,534.95,4.13,TRAILING SL HIT (+13.3 Spot Pts),316290.6
409,2026-07-08 09:15,2026-07-08 10:15,PE,24300,24238.2,24254.25,174.61,165.67,65,-581.1,-5.12,STOP LOSS HIT (-16.1 Spot Pts),315709.5
410,2026-07-08 12:15,2026-07-08 13:15,PE,24300,24216.95,23913.15,186.88,410.91,65,14561.95,119.88,TRAILING SL HIT (+303.8 Spot Pts),330271.45
411,2026-07-08 13:15,2026-07-08 14:15,PE,24000,23897.6,23842.25,196.8,232.31,65,2308.15,18.04,TRAILING SL HIT (+55.3 Spot Pts),332579.6
412,2026-07-09 09:15,2026-07-09 10:15,CE,23900,24044.25,24098.35,236.14,274.43,65,2488.85,16.21,TRAILING SL HIT (+54.1 Spot Pts),335068.45
413,2026-07-09 14:15,2026-07-09 15:15,PE,24000,23940.5,23973.75,171.58,153.45,65,-1178.45,-10.57,STOP LOSS HIT (-33.2 Spot Pts),333890.0
414,2026-07-10 09:15,2026-07-10 10:15,CE,24100,24211.25,24183.85,215.43,198.13,65,-1124.5,-8.03,STOP LOSS HIT (-27.4 Spot Pts),332765.5
415,2026-07-10 11:15,2026-07-10 12:15,PE,24300,24164.75,24195.9,219.11,199.52,65,-1273.35,-8.94,STOP LOSS HIT (-31.2 Spot Pts),331492.15
416,2026-07-10 12:15,2026-07-10 13:15,CE,24100,24185.8,24172.3,199.33,191.08,65,-536.25,-4.14,STOP LOSS HIT (-13.5 Spot Pts),330955.9
417,2026-07-10 14:15,2026-07-13 09:15,CE,24100,24208.65,24185.95,213.75,199.43,65,-930.8,-6.7,STOP LOSS HIT (-22.7 Spot Pts),330025.1
418,2026-07-13 09:15,2026-07-13 10:15,PE,24200,24112.95,24139.6,188.68,173.24,65,-1003.6,-8.18,STOP LOSS HIT (-26.7 Spot Pts),329021.5
419,2026-07-13 10:15,2026-07-13 11:15,CE,24000,24147.4,24160.1,238.87,247.63,65,569.4,3.67,TRAILING SL HIT (+12.7 Spot Pts),329590.9
420,2026-07-13 11:15,2026-07-13 12:15,CE,24100,24181.85,24224.65,196.9,224.17,65,1772.55,13.85,TRAILING SL HIT (+42.8 Spot Pts),331363.45
421,2026-07-13 12:15,2026-07-13 13:15,CE,24100,24223.0,24188.0,223.09,200.7,65,-1455.35,-10.04,STOP LOSS HIT (-35.0 Spot Pts),329908.1
422,2026-07-14 09:15,2026-07-14 10:15,PE,24200,24085.15,24073.6,205.61,212.89,65,473.2,3.54,TRAILING SL HIT (+11.6 Spot Pts),330381.3
423,2026-07-14 12:15,2026-07-14 13:15,PE,24200,24081.45,24073.55,207.93,212.92,65,324.35,2.4,TRAILING SL HIT (+7.9 Spot Pts),330705.65
424,2026-07-15 09:15,2026-07-15 10:15,CE,24100,24202.3,24185.05,209.69,198.87,65,-703.3,-5.16,STOP LOSS HIT (-17.2 Spot Pts),330002.35
425,2026-07-15 12:15,2026-07-15 13:15,PE,24200,24054.4,24079.85,225.31,208.93,65,-1064.7,-7.27,STOP LOSS HIT (-25.4 Spot Pts),328937.65
426,2026-07-16 09:15,2026-07-16 10:15,CE,24000,24126.45,24151.0,224.77,241.34,65,1077.05,7.37,TRAILING SL HIT (+24.6 Spot Pts),330014.7
427,2026-07-16 12:15,2026-07-16 13:15,PE,24200,24120.6,24086.75,184.17,204.61,65,1328.6,11.1,TRAILING SL HIT (+33.8 Spot Pts),331343.3
428,2026-07-16 13:15,2026-07-16 14:15,PE,24200,24091.55,24100.95,201.64,195.88,65,-374.4,-2.86,STOP LOSS HIT (-9.4 Spot Pts),330968.9
429,2026-07-17 09:15,2026-07-17 10:15,CE,24100,24239.35,24253.35,233.98,243.53,65,620.75,4.08,TRAILING SL HIT (+14.0 Spot Pts),331589.65
430,2026-07-17 14:15,2026-07-20 09:15,CE,24200,24329.35,24317.65,227.87,220.17,65,-500.5,-3.38,STOP LOSS HIT (-11.7 Spot Pts),331089.15
431,2026-07-20 09:15,2026-07-20 11:15,PE,24300,24209.95,24209.25,191.03,191.45,65,27.3,0.22,TRAILING SL HIT (+0.7 Spot Pts),331116.45
432,2026-07-20 11:15,2026-07-20 12:15,PE,24300,24187.7,24171.25,204.58,214.94,65,673.4,5.06,TRAILING SL HIT (+16.4 Spot Pts),331789.85
433,2026-07-20 12:15,2026-07-20 13:15,CE,24100,24225.0,24230.55,224.4,228.08,65,239.2,1.64,TRAILING SL HIT (+5.6 Spot Pts),332029.05
434,2026-07-20 13:15,2026-07-21 09:15,CE,24200,24250.9,24227.2,179.02,165.57,65,-874.25,-7.51,STOP LOSS HIT (-23.7 Spot Pts),331154.8
435,2026-07-21 09:15,2026-07-21 10:15,PE,24300,24212.9,24198.9,189.27,197.69,65,547.3,4.45,TRAILING SL HIT (+14.0 Spot Pts),331702.1
436,2026-07-21 10:15,2026-07-21 12:15,PE,24300,24186.4,24170.9,205.38,215.16,65,635.7,4.76,TRAILING SL HIT (+15.5 Spot Pts),332337.8
437,2026-07-21 12:15,2026-07-21 13:15,PE,24300,24151.75,24183.4,227.58,207.26,65,-1320.8,-8.93,STOP LOSS HIT (-31.7 Spot Pts),331017.0
438,2026-07-22 09:15,2026-07-22 10:15,PE,24100,24033.45,24008.85,176.16,190.56,65,936.0,8.17,TRAILING SL HIT (+24.6 Spot Pts),331953.0
439,2026-07-22 12:15,2026-07-22 13:15,PE,24100,23978.85,23999.6,209.01,196.14,65,-836.55,-6.16,STOP LOSS HIT (-20.8 Spot Pts),331116.45
440,2026-07-22 14:15,2026-07-23 09:15,CE,23900,24021.15,23989.8,220.69,200.61,65,-1305.2,-9.1,STOP LOSS HIT (-31.3 Spot Pts),329811.25
441,2026-07-23 09:15,2026-07-23 10:15,PE,24100,23958.25,23978.8,222.25,209.04,65,-858.65,-5.94,STOP LOSS HIT (-20.6 Spot Pts),328952.6
442,2026-07-23 10:15,2026-07-23 11:15,CE,23900,23972.4,23938.8,189.92,170.22,65,-1280.5,-10.37,STOP LOSS HIT (-33.6 Spot Pts),327672.1
443,2026-07-23 11:15,2026-07-23 12:15,PE,24000,23934.1,23861.75,175.22,219.43,65,2873.65,25.23,TRAILING SL HIT (+72.3 Spot Pts),330545.75
444,2026-07-23 12:15,2026-07-23 13:15,PE,23900,23832.0,23847.0,175.84,167.36,65,-551.2,-4.82,STOP LOSS HIT (-15.0 Spot Pts),329994.55
445,2026-07-23 14:15,2026-07-24 09:15,CE,23800,23872.4,23854.9,189.31,178.88,65,-677.95,-5.51,STOP LOSS HIT (-17.5 Spot Pts),329316.6
446,2026-07-24 09:15,2026-07-24 10:15,PE,23700,23608.7,23641.45,188.39,169.32,65,-1239.55,-10.12,STOP LOSS HIT (-32.8 Spot Pts),328077.05
447,2026-07-24 11:15,2026-07-24 12:15,CE,23600,23702.85,23773.55,207.04,254.85,65,3107.65,23.09,TRAILING SL HIT (+70.7 Spot Pts),331184.7
448,2026-07-24 12:15,2026-07-24 13:15,CE,23700,23783.85,23788.6,195.7,198.65,65,191.75,1.51,TRAILING SL HIT (+4.8 Spot Pts),331376.45
449,2026-07-27 09:15,2026-07-27 10:15,CE,23800,23933.3,23904.3,228.17,209.17,65,-1235.0,-8.33,STOP LOSS HIT (-29.0 Spot Pts),330141.45
450,2026-07-27 11:15,2026-07-27 13:15,CE,23900,23956.2,23963.3,180.26,184.46,65,273.0,2.33,TRAILING SL HIT (+7.1 Spot Pts),330414.45
451,2026-07-27 13:15,2026-07-28 09:15,CE,23900,23995.9,24004.85,204.43,210.12,65,369.85,2.78,TRAILING SL HIT (+8.9 Spot Pts),330784.3
452,2026-07-28 12:15,2026-07-28 13:15,PE,24100,23983.1,24003.65,206.34,193.69,65,-822.25,-6.13,STOP LOSS HIT (-20.6 Spot Pts),329962.05
453,2026-07-29 09:15,2026-07-29 12:15,CE,24100,24221.3,24226.35,221.97,225.3,65,216.45,1.5,TRAILING SL HIT (+5.0 Spot Pts),330178.5
454,2026-07-29 12:15,2026-07-29 13:15,CE,24200,24257.55,24236.7,182.9,170.89,65,-780.65,-6.57,STOP LOSS HIT (-20.9 Spot Pts),329397.85
455,2026-07-29 13:15,2026-07-29 15:15,CE,24200,24263.8,24248.0,186.6,177.34,65,-601.9,-4.96,STOP LOSS HIT (-15.8 Spot Pts),328795.95
456,2026-07-30 14:15,2026-07-30 15:15,CE,24200,24318.25,24307.95,220.56,213.9,65,-432.9,-3.02,STOP LOSS HIT (-10.3 Spot Pts),328363.05
457,2026-07-31 09:15,2026-07-31 12:15,CE,24200,24346.05,24392.85,239.1,272.04,65,2141.1,13.78,TRAILING SL HIT (+46.8 Spot Pts),330504.15
458,2026-07-31 12:15,2026-07-31 13:15,CE,24300,24414.8,24394.4,218.91,205.9,65,-845.65,-5.94,STOP LOSS HIT (-20.4 Spot Pts),329658.5
459,2026-08-03 09:15,2026-08-03 10:15,CE,24500,24579.2,24567.4,197.71,190.59,65,-462.8,-3.6,STOP LOSS HIT (-11.8 Spot Pts),329195.7
460,2026-08-03 10:15,2026-08-03 12:15,CE,24500,24589.45,24574.45,204.02,194.82,65,-598.0,-4.51,STOP LOSS HIT (-15.0 Spot Pts),328597.7
461,2026-08-03 12:15,2026-08-03 14:15,PE,24700,24577.7,24589.2,213.04,205.87,65,-466.05,-3.37,STOP LOSS HIT (-11.5 Spot Pts),328131.65
462,2026-08-03 14:15,2026-08-03 15:15,PE,24700,24573.55,24608.35,215.66,194.24,65,-1392.3,-9.93,STOP LOSS HIT (-34.8 Spot Pts),326739.35
463,2026-08-04 11:15,2026-08-04 12:15,PE,24600,24511.3,24512.35,191.92,191.3,65,-40.3,-0.32,STOP LOSS HIT (-1.0 Spot Pts),326699.05
464,2026-08-04 12:15,2026-08-04 13:15,PE,24600,24479.6,24463.2,211.29,221.74,65,679.25,4.95,TRAILING SL HIT (+16.4 Spot Pts),327378.3
465,2026-08-04 13:15,2026-08-04 14:15,PE,24600,24462.35,24478.6,222.28,211.92,65,-673.4,-4.66,STOP LOSS HIT (-16.2 Spot Pts),326704.9
466,2026-08-05 09:15,2026-08-05 10:15,CE,24500,24620.9,24627.6,224.07,228.47,65,286.0,1.96,TRAILING SL HIT (+6.7 Spot Pts),326990.9
467,2026-08-05 12:15,2026-08-05 13:15,PE,24600,24535.05,24533.7,178.12,178.88,65,49.4,0.43,TRAILING SL HIT (+1.4 Spot Pts),327040.3
468,2026-08-05 14:15,2026-08-05 15:15,CE,24500,24572.25,24589.65,193.5,204.15,65,692.25,5.5,TRAILING SL HIT (+17.4 Spot Pts),327732.55
469,2026-08-06 09:15,2026-08-06 10:15,CE,24500,24630.85,24620.6,230.63,223.88,65,-438.75,-2.93,STOP LOSS HIT (-10.2 Spot Pts),327293.8
470,2026-08-06 12:15,2026-08-06 13:15,PE,24700,24622.2,24641.9,186.08,174.82,65,-731.9,-6.05,STOP LOSS HIT (-19.7 Spot Pts),326561.9
471,2026-08-07 09:15,2026-08-07 10:15,PE,24700,24599.7,24587.25,199.45,207.08,65,495.95,3.83,TRAILING SL HIT (+12.4 Spot Pts),327057.85
472,2026-08-07 11:15,2026-08-07 12:15,PE,24600,24540.7,24567.9,174.92,160.04,65,-967.2,-8.51,STOP LOSS HIT (-27.2 Spot Pts),326090.65
473,2026-08-07 13:15,2026-08-07 14:15,PE,24600,24526.85,24558.15,182.81,165.28,65,-1139.45,-9.59,STOP LOSS HIT (-31.3 Spot Pts),324951.2
474,2026-08-10 09:15,2026-08-10 10:15,PE,24600,24544.75,24579.75,172.65,153.81,65,-1224.6,-10.91,STOP LOSS HIT (-35.0 Spot Pts),323726.6
475,2026-08-10 12:15,2026-08-10 13:15,PE,24700,24573.55,24608.1,215.66,194.39,65,-1382.55,-9.86,STOP LOSS HIT (-34.5 Spot Pts),322344.05
476,2026-08-10 14:15,2026-08-11 09:15,PE,24700,24560.05,24496.0,224.31,267.87,65,2831.4,19.42,TRAILING SL HIT (+64.1 Spot Pts),325175.45
477,2026-08-11 09:15,2026-08-11 10:15,PE,24600,24473.0,24475.4,215.46,213.94,65,-98.8,-0.71,STOP LOSS HIT (-2.4 Spot Pts),325076.65
478,2026-08-11 10:15,2026-08-11 12:15,PE,24600,24451.25,24464.25,229.52,221.06,65,-549.9,-3.69,STOP LOSS HIT (-13.0 Spot Pts),324526.75
479,2026-08-12 09:15,2026-08-12 10:15,PE,24500,24365.3,24328.7,219.84,244.08,65,1575.6,11.03,TRAILING SL HIT (+36.6 Spot Pts),326102.35
480,2026-08-12 10:15,2026-08-12 11:15,PE,24400,24302.4,24300.95,196.13,197.01,65,57.2,0.45,TRAILING SL HIT (+1.5 Spot Pts),326159.55
481,2026-08-12 11:15,2026-08-12 12:15,PE,24400,24267.1,24301.4,218.14,196.73,65,-1391.65,-9.81,STOP LOSS HIT (-34.3 Spot Pts),324767.9
482,2026-08-12 14:15,2026-08-12 15:15,CE,24300,24369.3,24400.95,190.5,210.03,65,1269.45,10.25,TRAILING SL HIT (+31.6 Spot Pts),326037.35
483,2026-08-13 09:15,2026-08-13 10:15,PE,24400,24343.55,24346.45,172.17,170.55,65,-105.3,-0.94,STOP LOSS HIT (-2.9 Spot Pts),325932.05
484,2026-08-13 11:15,2026-08-13 12:15,CE,24300,24395.65,24368.55,206.69,190.05,65,-1081.6,-8.05,STOP LOSS HIT (-27.1 Spot Pts),324850.45
485,2026-08-14 09:15,2026-08-14 10:15,PE,24400,24345.45,24333.35,171.11,177.94,65,443.95,3.99,TRAILING SL HIT (+12.1 Spot Pts),325294.4
486,2026-08-14 12:15,2026-08-14 13:15,CE,24200,24346.85,24370.2,239.65,255.83,65,1051.7,6.75,TRAILING SL HIT (+23.3 Spot Pts),326346.1
487,2026-08-14 13:15,2026-08-17 09:15,CE,24300,24383.55,24354.2,199.16,181.56,65,-1144.0,-8.84,STOP LOSS HIT (-29.4 Spot Pts),325202.1
488,2026-08-17 09:15,2026-08-17 10:15,PE,24400,24281.5,24263.45,209.0,220.49,65,746.85,5.5,TRAILING SL HIT (+18.1 Spot Pts),325948.95
489,2026-08-17 10:15,2026-08-17 11:15,PE,24300,24236.45,24261.95,175.6,161.48,65,-917.8,-8.04,STOP LOSS HIT (-25.5 Spot Pts),325031.15
490,2026-08-17 12:15,2026-08-17 14:15,CE,24200,24346.35,24324.9,239.31,224.93,65,-934.7,-6.01,STOP LOSS HIT (-21.4 Spot Pts),324096.45
491,2026-08-18 09:15,2026-08-18 10:15,PE,24300,24220.2,24222.65,184.97,183.54,65,-92.95,-0.77,STOP LOSS HIT (-2.5 Spot Pts),324003.5
492,2026-08-18 10:15,2026-08-18 11:15,PE,24300,24202.35,24209.5,195.6,191.3,65,-279.5,-2.2,STOP LOSS HIT (-7.2 Spot Pts),323724.0
493,2026-08-18 14:15,2026-08-19 09:15,PE,24300,24165.8,24100.5,218.43,262.68,65,2876.25,20.26,TRAILING SL HIT (+65.3 Spot Pts),326600.25
494,2026-08-19 09:15,2026-08-19 10:15,PE,24200,24091.8,24063.2,201.48,219.57,65,1175.85,8.98,TRAILING SL HIT (+28.6 Spot Pts),327776.1
495,2026-08-19 10:15,2026-08-19 11:15,PE,24100,24048.5,24077.65,167.68,151.99,65,-1019.85,-9.36,STOP LOSS HIT (-29.2 Spot Pts),326756.25
496,2026-08-20 09:15,2026-08-20 12:15,CE,24100,24221.85,24228.95,222.33,227.02,65,304.85,2.11,TRAILING SL HIT (+7.1 Spot Pts),327061.1
497,2026-08-20 12:15,2026-08-20 14:15,CE,24100,24246.8,24217.15,239.04,219.25,65,-1286.35,-8.28,STOP LOSS HIT (-29.7 Spot Pts),325774.75
498,2026-08-20 14:15,2026-08-21 09:15,PE,24300,24212.35,24241.95,189.6,172.49,65,-1112.15,-9.02,STOP LOSS HIT (-29.6 Spot Pts),324662.6
499,2026-08-21 09:15,2026-08-21 10:15,CE,24100,24235.7,24232.65,231.52,229.48,65,-132.6,-0.88,STOP LOSS HIT (-3.0 Spot Pts),324530.0
500,2026-08-24 09:15,2026-08-24 10:15,CE,24200,24273.1,24252.7,192.17,180.06,65,-787.15,-6.3,STOP LOSS HIT (-20.4 Spot Pts),323742.85
501,2026-08-24 10:15,2026-08-24 11:15,PE,24300,24210.7,24208.85,190.58,191.69,65,72.15,0.58,TRAILING SL HIT (+1.8 Spot Pts),323815.0
502,2026-08-24 11:15,2026-08-24 12:15,PE,24300,24194.05,24188.35,200.65,204.17,65,228.8,1.75,TRAILING SL HIT (+5.7 Spot Pts),324043.8
503,2026-08-24 12:15,2026-08-24 14:15,PE,24300,24166.4,24179.45,218.04,209.74,65,-539.5,-3.81,STOP LOSS HIT (-13.0 Spot Pts),323504.3
504,2026-08-24 14:15,2026-08-24 15:15,CE,24100,24182.15,24184.05,197.08,198.25,65,76.05,0.59,TRAILING SL HIT (+1.9 Spot Pts),323580.35
505,2026-08-25 09:15,2026-08-25 10:15,PE,24200,24141.2,24150.55,172.34,167.13,65,-338.65,-3.02,STOP LOSS HIT (-9.4 Spot Pts),323241.7
506,2026-08-25 11:15,2026-08-25 12:15,CE,24100,24171.6,24146.0,190.66,175.57,65,-980.85,-7.91,STOP LOSS HIT (-25.6 Spot Pts),322260.85
507,2026-08-25 12:15,2026-08-25 13:15,PE,24200,24129.9,24157.25,178.77,163.45,65,-995.8,-8.57,STOP LOSS HIT (-27.3 Spot Pts),321265.05
508,2026-08-25 14:15,2026-08-25 15:15,CE,24200,24260.15,24299.55,184.43,208.54,65,1567.15,13.07,TRAILING SL HIT (+39.4 Spot Pts),322832.2
509,2026-08-26 09:15,2026-08-26 10:15,CE,24200,24342.95,24313.3,236.99,217.35,65,-1276.6,-8.29,STOP LOSS HIT (-29.6 Spot Pts),321555.6
510,2026-08-26 11:15,2026-08-26 14:15,PE,24400,24280.75,24289.05,209.47,204.29,65,-336.7,-2.47,STOP LOSS HIT (-8.3 Spot Pts),321218.9
511,2026-08-27 09:15,2026-08-27 10:15,PE,24300,24183.55,24183.8,207.16,207.01,65,-9.75,-0.07,STOP LOSS HIT (-0.2 Spot Pts),321209.15
512,2026-08-27 10:15,2026-08-27 12:15,PE,24300,24155.85,24168.8,224.89,216.5,65,-545.35,-3.73,STOP LOSS HIT (-13.0 Spot Pts),320663.8
513,2026-08-27 12:15,2026-08-27 13:15,CE,24100,24194.1,24164.9,204.51,186.64,65,-1161.55,-8.74,STOP LOSS HIT (-29.2 Spot Pts),319502.25
514,2026-08-27 13:15,2026-08-27 14:15,PE,24200,24131.75,24163.6,177.71,160.02,65,-1149.85,-9.95,STOP LOSS HIT (-31.8 Spot Pts),318352.4
515,2026-08-28 09:15,2026-08-28 10:15,CE,24100,24167.2,24153.3,188.01,179.8,65,-533.65,-4.37,STOP LOSS HIT (-13.9 Spot Pts),317818.75
516,2026-08-28 11:15,2026-08-28 13:15,PE,24200,24086.9,24118.85,204.52,185.19,65,-1256.45,-9.45,STOP LOSS HIT (-31.9 Spot Pts),316562.3
517,2026-08-28 14:15,2026-08-31 09:15,CE,24000,24142.95,24140.65,235.84,234.28,65,-101.4,-0.66,STOP LOSS HIT (-2.3 Spot Pts),316460.9
518,2026-08-31 09:15,2026-08-31 10:15,PE,24100,24017.85,24028.85,185.21,178.8,65,-416.65,-3.46,STOP LOSS HIT (-11.0 Spot Pts),316044.25
519,2026-08-31 10:15,2026-08-31 11:15,PE,24100,24001.6,24035.25,194.93,175.13,65,-1287.0,-10.16,STOP LOSS HIT (-33.7 Spot Pts),314757.25
520,2026-08-31 11:15,2026-08-31 13:15,CE,24000,24055.95,24045.2,180.73,174.49,65,-405.6,-3.45,STOP LOSS HIT (-10.8 Spot Pts),314351.65
521,2026-08-31 13:15,2026-08-31 14:15,PE,24100,24031.55,24055.5,177.25,163.83,65,-872.3,-7.57,STOP LOSS HIT (-23.9 Spot Pts),313479.35
522,2026-09-01 09:15,2026-09-01 10:15,PE,24100,24036.25,24070.3,174.56,155.86,65,-1215.5,-10.71,STOP LOSS HIT (-34.1 Spot Pts),312263.85
523,2026-09-01 10:15,2026-09-01 11:15,CE,24000,24107.05,24107.85,212.13,212.64,65,33.15,0.24,TRAILING SL HIT (+0.8 Spot Pts),312297.0
524,2026-09-01 11:15,2026-09-01 12:15,CE,24000,24117.75,24085.75,219.05,198.7,65,-1322.75,-9.29,STOP LOSS HIT (-32.0 Spot Pts),310974.25
525,2026-09-01 12:15,2026-09-01 13:15,PE,24200,24050.2,23988.9,228.07,270.5,65,2757.95,18.6,TRAILING SL HIT (+61.3 Spot Pts),313732.2
526,2026-09-01 13:15,2026-09-01 14:15,PE,24100,23965.05,23987.6,217.83,203.53,65,-929.5,-6.56,STOP LOSS HIT (-22.5 Spot Pts),312802.7
527,2026-09-02 09:15,2026-09-02 10:15,PE,23900,23848.3,23861.15,166.64,159.6,65,-457.6,-4.22,STOP LOSS HIT (-12.8 Spot Pts),312345.1
528,2026-09-02 12:15,2026-09-02 13:15,CE,23800,23873.85,23860.0,190.18,181.88,65,-539.5,-4.36,STOP LOSS HIT (-13.8 Spot Pts),311805.6
529,2026-09-02 13:15,2026-09-02 14:15,CE,23800,23885.25,23875.45,197.17,191.16,65,-390.65,-3.05,STOP LOSS HIT (-9.8 Spot Pts),311414.95
530,2026-09-03 09:15,2026-09-03 10:15,CE,23900,23992.55,23969.65,202.33,188.26,65,-914.55,-6.95,STOP LOSS HIT (-22.9 Spot Pts),310500.4
531,2026-09-03 10:15,2026-09-03 11:15,PE,24000,23926.9,23955.65,179.36,163.17,65,-1052.35,-9.03,STOP LOSS HIT (-28.8 Spot Pts),309448.05
532,2026-09-04 09:15,2026-09-04 10:15,CE,23800,23939.45,23940.75,232.31,233.19,65,57.2,0.38,TRAILING SL HIT (+1.3 Spot Pts),309505.25
533,2026-09-04 10:15,2026-09-04 11:15,CE,23900,23965.05,23969.85,185.5,188.38,65,187.2,1.55,TRAILING SL HIT (+4.8 Spot Pts),309692.45
534,2026-09-04 12:15,2026-09-04 14:15,PE,24000,23946.35,23963.25,168.3,159.04,65,-601.9,-5.5,STOP LOSS HIT (-16.9 Spot Pts),309090.55
535,2026-09-07 09:15,2026-09-07 10:15,PE,23900,23806.45,23799.05,190.87,195.36,65,291.85,2.35,TRAILING SL HIT (+7.4 Spot Pts),309382.4
536,2026-09-07 10:15,2026-09-07 12:15,PE,23900,23768.3,23774.3,214.65,210.8,65,-250.25,-1.79,STOP LOSS HIT (-6.0 Spot Pts),309132.15
537,2026-09-07 12:15,2026-09-07 13:15,PE,23900,23750.15,23782.3,226.51,205.74,65,-1350.05,-9.17,STOP LOSS HIT (-32.2 Spot Pts),307782.1
538,2026-09-08 09:15,2026-09-08 10:15,PE,23800,23707.9,23697.1,189.44,195.99,65,425.75,3.46,TRAILING SL HIT (+10.8 Spot Pts),308207.85
539,2026-09-08 11:15,2026-09-08 13:15,PE,23700,23649.7,23658.25,164.71,160.01,65,-305.5,-2.85,STOP LOSS HIT (-8.6 Spot Pts),307902.35
540,2026-09-09 09:15,2026-09-09 10:15,PE,23600,23485.4,23519.7,202.14,181.28,65,-1355.9,-10.32,STOP LOSS HIT (-34.3 Spot Pts),306546.45
